latitude,longitude,monsoon_rainfall_mm,soil_moisture_pct,slope_angle_deg,vegetation_cover_pct,soil_type,historical_incidents_10yr,risk_percentage
28.3366,94.8017,493.5,43.2,62.3,15.8,Clayey,5,60.4
22.1745,94.2598,281.1,24.4,57.9,82.7,Loamy,5,27.1
28.1085,88.2574,724.4,61.7,49.5,86.6,Loamy,7,43.5
24.1139,90.1087,407.8,40.3,12.2,16.2,Clayey,5,28.2
22.8862,90.1952,456.2,38.6,23.8,52.6,Loamy,7,36.3
27.2255,94.383,1200.0,71.5,25.1,34.3,Loamy,13,72.8
26.7171,88.1873,583.7,47.9,21.2,41.4,Loamy,4,33.9
28.581,88.989,489.1,45.7,38.5,24.4,Loamy,3,39.5
27.513,95.5992,374.9,36.2,39.8,56.2,Sandy,5,40.2
28.0261,89.6962,196.5,10.0,28.2,86.6,Rocky,2,11.5
24.1153,94.2011,360.9,36.7,28.0,50.2,Clayey,5,35.5
23.3308,90.2627,249.4,19.9,58.9,16.6,Clayey,9,37.9
27.6296,88.9447,867.2,58.1,56.3,59.6,Sandy,8,59.1
28.0513,90.3101,492.3,31.3,25.0,37.2,Clayey,4,29.4
29.4288,94.8615,711.5,41.3,64.4,78.5,Sandy,9,41.5
25.0946,96.1291,288.0,43.1,66.9,44.8,Sandy,8,41.9
24.7901,95.8871,259.6,29.3,26.2,25.4,Loamy,6,26.2
27.8231,91.7732,555.9,42.3,28.0,25.3,Loamy,2,36.0
24.556,94.3468,243.8,35.0,37.9,71.5,Loamy,4,17.6
28.9807,89.9474,318.0,31.6,66.2,31.2,Sandy,8,49.7
28.4381,90.7849,887.4,77.5,62.0,71.4,Loamy,4,65.7
25.2175,96.5152,324.9,32.7,11.7,26.5,Sandy,4,11.9
27.6315,88.1235,172.3,30.8,30.5,35.7,Rocky,3,27.5
27.6591,88.8123,134.5,33.9,41.0,47.2,Loamy,6,24.7
22.7734,89.9749,159.8,40.1,37.7,85.5,Clayey,5,32.1
28.7691,88.2521,732.0,47.6,17.6,84.5,Loamy,8,33.9
25.7894,89.7236,297.9,30.3,60.8,26.5,Sandy,8,42.3
28.1984,93.5389,1200.0,85.2,49.0,38.7,Rocky,9,66.5
24.4004,92.0035,823.2,64.2,59.5,22.0,Loamy,10,72.5
28.7164,96.4804,990.6,74.0,60.8,50.8,Loamy,8,58.6
24.919,95.7657,659.8,39.3,53.6,46.8,Clayey,10,56.8
22.0813,91.2473,541.5,57.2,33.5,82.1,Sandy,6,41.2
28.7904,90.4645,254.4,25.6,44.7,84.4,Clayey,4,32.1
22.6847,91.6071,402.6,40.0,15.4,40.7,Loamy,4,41.9
24.3949,93.6078,568.5,44.9,48.8,49.3,Loamy,6,41.3
29.1255,90.5466,639.9,42.3,16.7,81.7,Sandy,7,34.4
29.1296,93.9294,207.5,18.2,50.1,74.5,Sandy,8,25.8
26.3008,91.8894,363.9,22.7,19.9,10.3,Rocky,4,32.6
26.7388,93.2444,386.2,38.7,12.6,35.6,Clayey,2,28.7
25.3633,92.1432,378.2,25.1,15.7,43.7,Sandy,1,17.5
24.1991,90.7974,223.8,21.2,5.1,28.4,Sandy,1,21.9
24.465,97.0103,933.5,61.0,51.7,26.0,Clayey,6,61.1
27.0439,95.2543,357.5,15.3,52.6,13.0,Loamy,7,32.0
27.6428,89.3311,233.1,36.9,38.5,61.5,Loamy,4,25.0
27.9368,96.2504,944.8,44.0,15.5,31.0,Loamy,5,47.4
27.9221,92.6306,823.5,57.1,10.4,14.2,Sandy,8,53.2
22.684,96.4982,433.7,40.0,6.2,28.5,Clayey,1,28.9
25.7082,95.5986,133.7,30.4,15.8,74.2,Rocky,2,17.0
22.4317,92.0395,312.9,34.0,62.9,78.1,Sandy,5,26.0
26.1215,88.2135,152.1,43.1,20.7,48.6,Loamy,3,20.1
25.3115,90.5524,521.5,45.6,28.0,43.3,Loamy,6,35.6
28.6578,93.1455,301.2,42.2,11.8,88.2,Loamy,1,14.9
24.6319,94.018,397.6,32.4,19.5,26.0,Loamy,3,29.6
22.878,90.4499,903.6,62.4,38.7,27.2,Clayey,14,68.7
23.0724,89.3239,289.3,45.6,44.5,33.3,Loamy,6,36.4
27.7113,95.9318,510.3,41.5,20.9,23.8,Loamy,3,35.4
26.6366,97.3518,587.2,48.5,8.8,40.3,Loamy,2,30.3
22.7584,92.9941,720.9,60.9,30.4,82.9,Sandy,7,33.6
22.6308,89.631,382.6,31.6,20.2,59.2,Sandy,3,21.3
27.2573,90.5869,361.9,19.3,19.3,43.0,Clayey,1,23.5
22.5457,88.1747,357.5,38.4,67.4,84.8,Sandy,6,36.4
28.164,96.6858,485.8,50.2,45.1,13.9,Clayey,7,51.6
27.2968,89.1186,806.5,46.2,41.2,26.8,Loamy,6,51.5
22.6101,93.4769,348.9,41.4,32.0,55.3,Loamy,7,30.0
22.6363,90.6035,100.0,30.0,32.9,59.2,Loamy,1,27.5
29.3998,93.2647,619.7,30.2,40.2,13.2,Loamy,4,36.5
24.807,94.1885,417.6,31.6,50.3,42.2,Sandy,6,33.5
24.7798,95.8825,522.1,40.8,50.6,61.9,Loamy,2,55.1
28.096,89.961,155.6,25.7,16.2,65.8,Clayey,4,12.3
29.1044,88.1045,301.8,27.9,37.5,61.1,Clayey,4,22.3
29.395,89.3004,594.8,40.9,31.8,35.6,Loamy,6,44.8
27.6503,96.5502,192.6,42.2,61.6,17.5,Loamy,4,30.4
24.8219,96.302,509.8,42.5,46.0,44.2,Sandy,5,38.5
22.6263,93.6754,395.9,32.6,39.6,20.3,Sandy,4,48.6
27.8286,93.7049,267.5,31.9,12.5,85.8,Sandy,0,1.4
26.188,94.3178,255.6,36.0,44.4,48.0,Rocky,5,17.1
25.1817,89.666,225.0,30.7,12.6,35.4,Sandy,1,8.7
28.7977,96.6869,416.5,37.4,26.9,71.3,Sandy,3,30.0
22.834,91.9783,441.7,35.0,14.3,49.8,Loamy,1,30.7
25.6947,91.6398,330.9,29.9,50.0,34.8,Sandy,5,32.6
22.0852,92.9297,217.0,25.2,18.4,75.0,Clayey,4,23.4
25.515,88.4462,502.5,45.7,30.5,79.4,Sandy,3,36.8
22.4223,89.5797,625.3,40.7,63.2,63.8,Sandy,9,58.7
22.8911,95.0113,548.3,48.3,18.3,13.8,Clayey,3,39.0
22.8814,88.7866,1010.5,77.6,38.0,55.3,Loamy,8,45.0
26.8691,93.7299,366.0,39.4,32.3,71.1,Clayey,3,25.6
27.5953,90.3308,767.8,52.2,6.2,20.9,Loamy,7,38.5
26.3753,91.6983,282.0,22.5,56.5,28.3,Loamy,11,40.6
29.2163,90.7426,257.3,44.4,9.5,80.6,Clayey,2,18.0
24.8115,91.3789,429.7,30.3,35.8,11.6,Sandy,3,42.0
24.1428,94.8309,851.5,65.8,41.4,70.2,Loamy,8,59.1
28.5145,90.8227,344.9,40.9,45.8,47.9,Loamy,7,37.2
23.677,93.3808,155.5,25.2,49.8,45.7,Loamy,5,37.3
29.2242,92.5225,619.4,46.3,21.5,10.6,Clayey,7,48.3
22.0912,94.3049,387.2,23.1,5.6,75.6,Rocky,5,12.2
29.2741,96.8999,469.6,44.2,52.0,38.8,Rocky,8,47.3
22.3237,94.9594,264.8,37.1,39.8,53.3,Clayey,6,35.4
28.6836,90.0419,427.7,30.9,59.3,64.2,Loamy,10,54.6
25.9578,88.2962,169.9,26.5,58.4,66.2,Sandy,5,20.8
29.4472,90.4915,940.6,63.4,59.8,86.5,Loamy,6,52.3
22.5535,93.6532,676.3,55.7,36.5,52.5,Loamy,6,43.9
26.1539,88.4885,417.8,39.2,26.7,42.0,Loamy,5,35.2
29.2698,92.7155,610.9,35.0,56.5,86.3,Rocky,6,43.8
25.9232,93.67,282.4,28.7,34.3,61.4,Loamy,2,24.5
26.7205,91.1753,661.5,52.1,16.9,33.9,Loamy,7,31.8
27.2181,95.3237,336.8,42.2,60.6,20.1,Loamy,6,52.0
25.4091,89.0127,324.1,29.9,62.4,77.4,Clayey,8,44.9
26.7067,88.7138,233.7,48.2,35.3,39.0,Clayey,4,24.3
26.3824,94.9178,499.3,27.7,9.9,62.8,Clayey,4,25.3
28.7587,92.7072,408.5,34.2,30.2,47.7,Loamy,3,20.6
22.3408,94.5398,779.9,55.1,57.2,25.9,Clayey,12,61.3
24.1072,92.1309,218.4,28.4,63.6,58.1,Sandy,6,29.2
29.1281,90.3408,500.4,33.1,18.2,14.9,Rocky,4,34.2
28.677,95.7815,708.7,56.1,9.4,43.1,Loamy,5,37.6
25.4174,95.5945,1200.0,78.0,62.0,53.7,Loamy,9,64.7
26.651,94.5996,445.7,40.8,30.3,44.9,Loamy,8,41.7
24.0804,90.5854,333.4,37.9,40.2,69.9,Clayey,4,24.4
23.4109,93.6072,439.9,36.8,67.9,76.2,Sandy,4,41.0
25.4777,91.4293,749.4,41.4,9.3,71.7,Rocky,4,20.5
24.6501,88.87,749.2,48.6,47.1,13.1,Loamy,9,54.3
26.3774,96.7145,379.0,38.6,9.8,25.5,Loamy,2,29.1
22.583,89.2998,742.8,55.3,29.4,52.9,Sandy,5,44.3
29.308,97.0273,398.5,38.6,57.2,84.8,Loamy,11,48.2
29.3966,92.2371,607.6,52.2,33.2,76.8,Loamy,3,34.9
